,bathrooms,bedrooms,latitude,listing_id,longitude,price,created,building_id,description,display_address,features,manager_id,street_address,interest_level
103376,2,3,40.7196,6815669,-74.0109,4500,4,9ba2f2719b9ab170812a9ea79a3bd84c,LARGE FLEX 3...Condo style unit completely renovatedCustom Designed Kitchen with Marble Backsplash & Under Cabinet LightingProfessional Grade Stainless Steel Appliances Energy Efficient Refrigerators Dishwashers Ranges & MicrowavesCustom Built-Out California Closets Wide-Plank HerringboneWood FloorsNest Digital Thermostats - Environmentally Friendly Individually Controlled Heating and Cooling System*Washer/DryerMarble Tiled BathroomsMoen Faucets & ShowerheadOnline Bill Pay & Maintenance Request24/7 luxury doorman a court yard for the tranquility and comfort for the residences.Enjoy the most exhilarating & breathtaking views of Manhattan & the Hudson River. The proximity to Duane Park shopping & award-winning New York City restaurants enables you to enjoy the full Tribeca experience.Be part of Manhattan?s hottest neighborhood! Situated in the heart of Tribeca along Greenwich Street are three luxury high rise towers & plaza townhouse units. Each soaring tower features a full time doorman & security staff fully renovated lobbies & an address that beckons the best of Tribeca living at your doorstep.Condo-like finishes private outdoor spaces & expansive Hudson River & City views will surpass your highest expectations.***100% NO BROKER FEES***<a website_redacted ,N Moore St,[Swimming Pool Dining Room Balcony Elevator Garden/Patio Terrace Laundry in Unit Dishwasher Hardwood Floors No Fee Outdoor Space Dogs Allowed Cats Allowed],5c7ca9f5239f481c0f35f3faaff188bd,80 N Moore St,medium
103377,2,2,40.7853,6847389,-73.9803,5995,4,643ef36c47523f81000c52d5e6c3829e,CooperCooper.com :: Web ID #180280; Access 1000s of Unique Listings Online; APARTMENT FEATURES: Renovated Dishwasher Central A/C Wood Floors; BUILDING AMENITIES: Rental Post-War Hi-Rise Doorman Concierge Elevator Gym Laundry Room Roof Deck Pets Allowed Bike Room Garage Storage Room; AREA/NEIGHBORHOOD: Central Park Riverside Park AMC Lincoln Square Theater Calle Ocho Jackson Hole Momofuku Milk Bar Bella Luna Blockheads Access to the M07 M11 M86 D'Agostino 1/2 Block Away Access to 1/2/3/B/C Subways The Dwight School; CONTACT US: For more information or to schedule a viewing call Cooper &amp; Cooper at 000-420-2751 or email: kagglemanager@renthop.com; HELPFUL LINKS: Find A C&amp;C Associate - CooperCooper.com/Associates; Search 1000s Of Apartments - CooperCooper.com/SearchRentals; Attend Our Next Buying Seminar - CooperCooper.com/BuyingSeminar; Read Reviews - CooperCooper.com/Testimonials,West End Avenue,[Doorman Fitness Center Elevator Storage PublicOutdoor Dishwasher Cats Allowed Dogs Allowed Garage Laundry in Building],6e5c10246156ae5bdcd9b487ca99d96a,424 West End Avenue,low
103379,1,2,40.6788,6925422,-73.9507,3500,4,0,Renovated 2 Br 1 Bath s-steel appliances d/w m/w Contact me for more info great opportunity text email call Jay 848-489-1376Bond New York is a real estate broker that supports equal housing opportunity.<a website_redacted ,Dean Street,[Laundry in Building Hardwood Floors],97737aae985e3fe83edebbdb53bd7bc5,1170 Dean Street,low
103381,1,2,40.7056,6830523,-74.0134,2760,4,0,Nestled in one of New York City's oldest neighborhoods this Wall St building is unique in its perfect harmony of classic form and modern construction.Come home to one of Downtown Manhattan's hottest neighborhoods!Modern opulence and contemporary style merge seamlessly at this luxurious location where the residential suites feature soaring ceilings and over-sized windows. The intelligently designed apartments boast maple-wood floors and cabinetry elegant marble baths and kitchens with modern appliances and granite countertops.Please feel free to contact me with any questions you might have for this listing and any other listings in the area! I am available 24 hours a day so please do not hesitate to contact me at you convenience! Christie Property Group Netty Polanco kagglemanager@renthop.com 407-380-5920<a website_redacted ,Wall St.,[Roof Deck Dining Room Doorman Elevator Fitness Center Laundry in Building High Speed Internet Dishwasher Hardwood Floors Wheelchair Access],277517a143b394a4f404c2e3e34c12ea,67 Wall St.,low
103382,1,1,40.7516,6947999,-73.969,3138,4,7bb43faedaa98b0a6d1e8b1195515551,**NO BROKER FEE FOR IMMEDIATE/MAY 1ST MOVE IN** ACT NOW*LANDLORD OFFERING FREE MONTH PRICE IS NET EFFECTIVE*This Stunning 1 bedroom apartment is like you've never seen before! Building features a 24-hour doorman sleek elevator lobby complimentary gym outdoor area live in super and a laundry room. This revamped building is definitely where you want to live and call home! Apartment features a very LARGE living area high ceilings beautiful kitchen with all appliances including dishwasher and beautiful designer white cabinets. Queen sized bedroom with loads of closet space. Full bathroom with very modern tiled designs is also featured. Loads of closet space every turn you make which should definitely make the wife happy! CAN FLEX TO 2 BEDROOM USING BOOKCASE WALLThis apartment is a must see and wont be available for long. Call/Text Edan (855-650-2204 to schedule a private viewing today!!<a website_redacted ,East 46th Street,[Roof Deck Doorman Elevator Laundry in Building Laundry in Unit Dishwasher Hardwood Floors No Fee],c8b10a317b766204f08e613cef4ce7a0,330 East 46th Street,low
103384,1,3,40.7045,6877116,-74.0089,3957,4,b3b3bb23497fedb4e68dfa182e272bb2,***NO APP FEES!! 250 SECURITY DEPOSIT W/D IN UNIT***Looking for a perfect place to share or for your family? Well stop your search this Large convertible 3 bed room apartment is for you! each room is big enough for queen size beds a dresser and desk. The apartments also features plank hardwood flooring granite countertops in the stainless steel kitchen washer and dryer in unit and modern bath with a deep soaking tubBuilding amenities include 24-hour doorman concierge and valet service a state-of-the-art fitness center complete with rock climbing wall and lovely rooms for entertaining friends and business associates. Top it off with an amazing rooftop sundeck complete with grills for a lazy Sunday afternoon.Outside your door you will be next south street seaport stone street wall street and not very far from battery park city and subway access nearby within 5 mins.This apartment is shown by appointment only call text or email David @ 421-795-0874 kagglemanager@renthop.com<a website_redacted ,Hanover Square,[Common Outdoor Space Laundry In Unit Cats Allowed Dogs Allowed No Fee Doorman Elevator Fitness Center Laundry In Building Loft Laundry in Building Laundry in Unit Dishwasher Hardwood Floors],1954f34eab7441f90365b09eb2850472,10 Hanover Square,high
103388,1,2,40.7313,6942269,-74.002,3000,4,4a07cea8fea28ca08e5deb2f309e7539,Prime WV*** Spacious renovated hardwood floors high ceilings Sep Kitchen Tree lined block***Great Value for this large 2 bedroom with separate kitchen in the heart of the West village...It has hardwood floors high ceilings closets separate kitchen clean and renovated light quiet...Contact me today for your exclusive showing ....More listings @ Sabraslist.com,Cornelia Street,[Cats Allowed Dogs Allowed],d959561ac12b0410f139756a3234db9a,20 Cornelia Street,medium
103390,1,3,40.7492,6926736,-73.9731,6500,4,73891e7e329e44c4ee3dce190bbd3697,Perfect for those looking for a furnished short-term lease. Spacious apartment with 2 Full sized beds in one room and 1 Queen sized bed in the other room. Living room includes large sofas and separate dining room with dining set. Kitchen includes full sized appliances with stove and microwave. Marble bath. Call or text Lee at 657-667-4203<a website_redacted ,Second Avenue,[Dining Room Furnished Hardwood Floors],d23f9a9e6b9f6003f26017bda6dd1cb2,763 Second Avenue,low
103393,1,1,40.7396,6853667,-73.9816,2895,4,19b8e93c9f9c4653d108b794cfc99e85,,East 25th Street,[Cats Allowed Dogs Allowed Exclusive],d1762ef0af965cfb5946ba0e209cc1c5,210 East 25th Street,low
103394,1,1,40.7613,6902034,-73.9998,2650,4,3a956bd42c50f06ac84cf072fc514f5f,GORGEOUS 1 BEDROOM APARTMENT LOCATED IN MIDTOWN WEST. APARTMENT INCLUDES LARGE KITCHEN SPACE WITH PLENTY OF CLOSETS BEDROOM CAN FIT A KING SIZE BED FLOOR TO CEILING WINDOWS. BUILDING INCLUDES GYM SWIMMING POOL ROOF DECK TENNIS COURT INDOOR BASKET BALL COURT NURSERY.***NO FEE APARTMENT****Call Perry to arrange showing at 810-488-3008 or email kagglemanager@renthop.com<a website_redacted ,W 42nd St.,[Swimming Pool Roof Deck Dining Room Doorman Elevator Fitness Center Laundry in Building High Speed Internet Dishwasher Hardwood Floors No Fee Outdoor Space],eb5a6c4c2eb6f3e2a085c477afd5a815,650 W 42nd St.,low
103397,1,0,40.7708,6837776,-73.9495,1850,4,0,Are you stressed out trying to find an apartment that you will love within your budget? If so...this studio could be for you.Hard Wood FloorsHigh CeilingsReno Kitchen w/WindowMarble Bath w/WindowCloset Space...goodLaundry in BuildingAll Utilities IncludedLocated in the middle of the UES you will have access to all great restaurants nightlife entertainment & shopping.I live in the UES and specialize in studios/1 bedrooms. I am 100% confident that I can find you the apartment that you will love while taking stress out of the equation.Call/Text/Email me today for showing. -------------Listing courtesy of Miron Properties. All material herein is intended for information purposes only and has been compiled from sources deemed reliable. Though information is believed to be correct it is presented subject to errors omissions changes or withdrawal without notice. Miron Properties is a licensed Real Estate Broker. www.MironProperties.com<a website_redacted ,E 79th St.,[Hardwood Floors],7c3de2b88207a7226021a6b7c8fac28c,512 E 79th St.,medium
103400,1,0,40.7095,6884806,-74.0084,2950,4,0,This spacious studio features energy efficient solar shades walnut-hued wood floors white porcelain tile bathrooms German Zebrawood-finished cabinetry nano glass countertops with backsplash and stainless steel amenities. The building is pet friendly and has a state-of-the-art gym a media and gaming room indoor and outdoor lounges and a 24/7-attended lobby.,Nassau Street,[Common Outdoor Space Cats Allowed Dogs Allowed Elevator Fitness Center],26d69329a0f3b9abecbddd6abcb5b622,Nassau Street,low
103401,1,3,40.7174,6884397,-73.9617,5700,4,0,3br LOFT in elevator building!This luxury unit has laundry in the unit!Situated in an old steel factory and just 4 blocks from the Bedford L train these converted apartments are the epitome of updated loft living. With original & carefully preserved details like exposed brick duct work and wood beams Lewis Steel offers residents the opportunity to live in a piece of Williamsburg's history. Further enhanced by the modern top-of-the-line kitchens generously sized living spaces a fully landscaped roof deck with BBQ and exciting details like gas-fireplaces skylights and private outdoor space in many units Lewis Steel compares to none. 10% Discounted membership options for tenants at nearby gym on Berry St- Brooklyn Athletic Club.Images are for illustrative purposes only and do not necessarily reflect this exact unit and may be from a similar or model unit within the building. ONE MONTH FREE AND NO FEE<a website_redacted ,North 4th Street,[Doorman Elevator Pre-War Terrace Laundry in Unit No Fee Outdoor Space Dogs Allowed Cats Allowed],e845d8c8aafd8ef2117cf0fa88255641,76 North 4th Street,low
103403,1,1,40.7696,6814237,-73.9045,2050,4,888101a642929bc225eae5f809a70bc8,NO FEE!!Great location! Beautiful complex located in Upper East Side.Building features laundry room security elevator huge courtyard live-in super pet friendly building.Steps to grocery stores restaurants and shops.Easy access to public transportation!Huge apartment with tons of natural light large bedroom with oversized windows marble bathroom gourmet kitchen with granite countertops dishwasher and a lot of cabinet space! Great closet space!*Utilities included: gas electricity heat and water.THIS APARTMENT WON'T LAST LONG!!To schedule a private viewing or if you have any questions contact me at kagglemanager@renthop.com or 501-606-3449. Looking forward to hearing from you!<a website_redacted ,1 Ave.,[Cats Allowed Dogs Allowed No Fee Elevator Dining Room Laundry in Building Dishwasher],e6472c7237327dd3903b3d6f6a94515a,1956 1 Ave.,medium
103404,1,2,40.7743,6851689,-73.9875,2625,4,951043fbb2622b2ab0e0623366d9f6dd,Lincoln Center Location! -Entertainment! -Private Outdoor Space! -Laundry! -Elevator!-Great Location!-Close to train!-Hurry won't last!Bond New York is a real estate broker that supports equal housing opportunity.<a website_redacted ,W 64 Street,[Doorman Elevator],453d46f8113e1f2c730c2ee5a4469c71,244 W 64 Street,medium
103407,1,1,40.7456,6823597,-73.9905,8550,4,50f58689c3459501492bdba2096732a6,Call Marina Chukhriy Douglas Elliman for Appointments899-934-1674 kagglemanager@renthop.com Prime LocationLocated in the heart of Chelsea one of the most desirable neighborhoods in Manhattan. This magnificent property is nearby Madison Square Park and close to the N R 1 F M and PATH trains and Whole Foods. The property has incredible amenities such as a rooftop deck with view of the Hudson River fitness center and resident lounge with full kitchen. Our apartments feature floor to ceiling windows bamboo floors granite counter tops and stainless steel appliances. They are also incredibly bright and have gorgeous city views! Residing at this property will be a true treat! All of our buildings are 24 Doorman/Concierge Health Club Included at all of our buildings Local National Canada & Puerto Rico Calls are included Premium Digital Cable (150 Channels) High speed Wireless Internet 32' Flat Screen LCD Color TV & DVD Player CD Stereo System Cordless Phone with Answering Machine Smoke Free Apartments Elegant Home Furnishings Fully-equipped Kitchens: kitchenware etc 2 x per month Maid Service included 24/7 Customer Service Help Line Bath Package Designer Bedding Collection and Bath Linens Welcome Package with Sundries Iron & Board and Vacuum Cleaner. ,Sixth Avenue,[Doorman Elevator Furnished Dogs Allowed Cats Allowed],0516a0f03b12491e1e348f818fbb9673,800 Sixth Avenue,low
103409,1,0,40.7339,6936364,-73.9925,2550,4,60047b0dcd568a3096c55b8fde9656e8,Terrific studio in charming well-run prewar buildingjust off University Place. Stainless steel kitchen has great lightfrom a north facing window large entrance foyer renovatedwindowed bath gorgeous hardwood floors high beamed ceilingsgreat closets and tons of pre-war details. Views over courtyard butapartment is bright quiet peaceful.Close to NYU Parsons NewSchool Union Square Whole Foods and Trader Joe's 456QNRLF. Great co-op with full-time doorman live-in super and laundrydownstairs. Pets are case-by-case. A full board package is requiredfor approval on this apartment - process can take several weeks.Apartment is available for move-in June 5.,31 East 12th Street,[Doorman Elevator Cats Allowed Dogs Allowed],7e822c6f39cea06a99b6a2a55dd5a260,31 East 12th Street,medium
103411,1,0,40.769,6824808,-73.9541,1850,4,bb7340d109bfe2ab60caa6b6dcb3c448,Great price for this studio located on 74th street between 1st and 2nd Ave. Located in a well maintained building. Spacious open living area good closet space. Surrounded by great restaurants pubs and shopping.Call/email or text Linda: 091-103-0410 or kagglemanager@renthop.comBond New York is a real estate broker that supports equal housing opportunity.<a website_redacted ,E 74 Street,[Loft Cats Allowed],13018d720355f7be3325c544876e2c7a,409 E 74 Street,low
103416,3,5,40.7098,6901453,-74.0091,9000,4,06c6ffd6b52ee4250fce45b90981eb0f,Brand new massive approximately 2400 sq ft 5 bedroom 3 bath loft with large living room. All new eat in kitchen with stainless steel appliances caesar stone counter tops and cherry cabinetry. Central HVAC double pane windows and hardwood floors through out. Steps from subway hub with AC 234and 5 subways.Contact Jonathan Choi anytime to schedule a viewing759-573-3719<a website_redacted ,John Street,[Elevator Loft Pre-War Dishwasher Hardwood Floors],63e8c482071c22f43dd91b954e75cc2c,12 John Street,low
