	bathrooms	bedrooms	building_id	created	description	display_address	features	interest_level	latitude	listing_id	longitude	manager_id	photos	price	street_address
103580	1.0	1	8ea96c26f9694b5e181f314845cdad15	2016-04-13 02:11:22	"Condo-like finishes! King-size 1 Bedroom! Laundry, Elevator, Live-in Super! <BR> Gut renovated, sun-filled one bedroom with condo-like finishes! <BR> The apartment boasts a separate, windowed kitchen with stainless steel appliances, granite countertops and fantastic cabinet space. The living room is large and bright and the bedroom is king-sized+.Amazing closets and marble bathroom! Laundry in unit! <BR> Located in an elevator building with laundry and a live-in super. 3 blocks from the subway.<br><p><img src= "" website_redacted width=""1"" height=""1"" /><ul><li><a target=_blank href= website_redacted Stacey Spanedda for more information</a> </li><li><a target=_blank href= website_redacted full listing information on elliman.com</a> </li></ul></p> "	Ocean Pkwy	[Elevator, Pre-War, Dogs Allowed, Cats Allowed]	low	40.644	6863647	-73.9749	d1c1b9e8d86938e02df3c0221a66d9d1	[https://photos.renthop.com/2/6863647_04fecdf22af88c4220c5197a3fab88a0.jpg, https://photos.renthop.com/2/6863647_68fd776551deb7df96f3f143de8c9c41.jpg, https://photos.renthop.com/2/6863647_2c6a26cdbdd7f3af8d43064a118c1250.jpg, https://photos.renthop.com/2/6863647_5b847fbef2e9bc93a29f7e30a3752228.jpg]	1995	230 Ocean Pkwy
103582	1.0	1	0	2016-04-05 04:17:15	This is a newly renovated 1 bedroom apartment featuring: bleached-plank hardwood floors, recessed lighting, granite countertops, stainless steel appliances, cherry wood cabinets, crown and baseboard moldings and Sunny Exposures..Call Ersan 860-659-7509<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><p><a  website_redacted 	East 71st Street	[Hardwood Floors, No Fee, Dogs Allowed, Cats Allowed]	low	40.7673	6824997	-73.9574	e97e905f8a821f1446a1bc42f4d8802e	[https://photos.renthop.com/2/6824997_8d4451f0eede8e2eed25d260ff2a459b.jpg, https://photos.renthop.com/2/6824997_df7ff671837f2606cedd2b742177d343.jpg, https://photos.renthop.com/2/6824997_c8272ad5a5c3de5755e0f7e94d6dfedf.jpg, https://photos.renthop.com/2/6824997_44b5f88491b66b324d330c258302191f.jpg, https://photos.renthop.com/2/6824997_446a0956df6791a5ecb8c8300bfb5220.jpg]	2550	332 East 71st Street
103588	1.0	1	8e7bd3cbdd67a0dcc719224a41699d2b	2016-04-15 06:58:51	Large and charming one bedroom in prime east 76th off Lexington AvenueVery spacious living room and King size bedroom-both side by side and facing southSeparate kitchen with dishwasherLarge walk in closets.Short walk to 77th street Subway.Elevator Building with onsite Laundry.Amazing value Call Slava 895-957-0380<br/><br/><br/><br/><br/><br/><p><a  website_redacted 	East 76th Street	[No Fee, Dishwasher]	low	40.7728	6879769	-73.9591	2e665171395351de4d7e0df3ecb880d5	[https://photos.renthop.com/2/6879769_9006e9f95669b92b830c6f0cdd913af5.jpg, https://photos.renthop.com/2/6879769_13afbabbc6cd06d2cec9f95110ca9a18.jpg, https://photos.renthop.com/2/6879769_6df1bad8ae95d43103b5dbf1b64d2657.jpg]	2995	191 East 76th Street
103592	1.0	1	7736abf26865c14be4b246d49f50b790	2016-04-09 02:30:24	"-Stunning and Spacious-Luxury Living-Brand new stainless steel appliances-Hardwood floors throughout-Close to transportation-steps to shops and restaurants-quiet and beautiful neighborhoodFor further information please contact Laura Maggiore at 232-876-4272.<br><p><img src= "" website_redacted width=""1"" height=""1"" /><ul><li><a target=_blank href= website_redacted Sayed Faiad for more information</a> </li><li><a target=_blank href= website_redacted full listing information on elliman.com</a> </li></ul></p> "	West 51st Street	[Pre-War, Laundry in Unit, Dishwasher, Dogs Allowed, Cats Allowed]	low	40.7636	6847296	-73.9879	2af5a3cade1bbf97f4c9ddf64a74d75c	[https://photos.renthop.com/2/6847296_7edea54500d5b2c325472f44a61f45c2.jpg, https://photos.renthop.com/2/6847296_1430f9285e77e736f43b2f2041b99a56.jpg]	2600	358 West 51st Street
103596	2.0	2	1517c117ca44574fe8e6db2a4be8e34e	2016-04-21 05:04:44	Very large True 2BR/2BA with a dining alcove and a brand new kitchen + bathroom renovations! Apartment features tons of closet space, dark wood flooring, Northwestern exposure, king sized bedrooms, and a private terrace! <br /><br />Located in the East 50's with easy access to the 456-NQR-F-EM trains, M15 Express busses and the M57 crosstown. Plenty of restaurants and shops close by.  Walk to work in Midtown!  Big pet friendly!<br /><br />Available July 15th*<br /><br />Contact Zack at anytime either by phone, text or email for more information or to schedule a viewing. 450-583-7583 kagglemanager@renthop.com<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><p><a  website_redacted 	E 57th St.	[Dining Room, Balcony, Doorman, Elevator, Pre-War, Terrace, Laundry in Building, Dishwasher, Hardwood Floors, Outdoor Space, Dogs Allowed, Cats Allowed]	low	40.759	6906634	-73.965	2983e45f7e0ad87d677dacd13e362785	[https://photos.renthop.com/2/6906634_1fbcaa9342619326693d190b14a3e1bc.jpg, https://photos.renthop.com/2/6906634_4c4d1d122f4cd2bc3a81e4540a5abe83.jpg, https://photos.renthop.com/2/6906634_709ab8dde4bf019125bbe63f296923ff.jpg, https://photos.renthop.com/2/6906634_8a409e3d966c020b47e7a3fc6f73774b.jpg, https://photos.renthop.com/2/6906634_00e135c6fd109b72ffc03ec9bcb58604.jpg, https://photos.renthop.com/2/6906634_be46d4d87f4e7d88a76d4d2bbb0625e4.jpg]	5500	300 E 57th St.
1036	1.0	1	691c71e8c1680624b41775ccbd61b16a	2016-06-08 05:44:32	FEATURES:  high ceilings, oak parquet floors, State-of-the-art kitchens,  granite countertops, Dish washer,marble bathroom,Floor to ceiling windows,windows wrap around the unit,hardwood floorsextremely large flex 1<br /><br />24-hour Concierge, Bicycle Storage, , Fitness Center(NO EXTRA AMENTIES FEES), Garage, gym, swimming pool!, Landscaped Rooftop , Pet Friendly, Storage, Valet, Wi-Fi . UTILITIES INCLUDED IN RENT Except electric.<br /><br />Contact me today for a private viewing Call/Text (991-870-3267 OR Email kagglemanager@renthop.com<br /><br /><p><a  website_redacted 	Battery Place	[Doorman, Elevator, Fitness Center, Laundry in Unit, Dishwasher, Hardwood Floors, No Fee]	low	40.7067	7126403	-74.018	2aa9bfa5f67ed9997ea341dee8a3a271	[https://photos.renthop.com/2/7126403_ebd2944085bfb1ac3eb3c952b0662a71.jpg, https://photos.renthop.com/2/7126403_3876951d3e9c60248b214d90033339cc.jpg, https://photos.renthop.com/2/7126403_2e932412e6ab0090830bc50f8ffed637.jpg, https://photos.renthop.com/2/7126403_01641c157a40562b135f1911cf66cad0.jpg]	2525	50 Battery Place
10360	1.0	0	595c99291ead1777e4e5984900bc0899	2016-06-03 02:44:48	"NO FEE APARTMENT - Call Deedee Chong @ 509-146-1289 for an appointment. Newly renovated studio featuring: bleached-plank hardwood floors, recessed lighting, granite countertops, stainless steel appliances, cherry wood cabinets, crown and baseboard moldings, with marble bathrooms.<br><p><img src= "" website_redacted width=""1"" height=""1"" /><ul><li><a target=_blank href= website_redacted Deedee Chong for more information</a> </li><li><a target=_blank href= website_redacted full listing information on elliman.com</a> </li></ul></p> "	East 78th Street	[Pre-War, Dogs Allowed, Cats Allowed]	low	40.7729	7102031	-73.9566	689dcb33a50b7ae948cacbf5161a8518	[https://photos.renthop.com/2/7102031_b0fedfa00e96b63d1dba2b3b62f8d58c.jpg, https://photos.renthop.com/2/7102031_74f7ec679f6448324558c39655a6538c.jpg]	2400	244 East 78th Street
103605	0.0	0	9174b75c0cd978eb0e5aa93afbad754b	2016-04-06 02:57:35	This doorman building in the heart of Murray Hill offers easy living in delightfully renovated residences, including exclusive penthouses, several with expansive private outdoor space and breathtaking views, and a brand new fitness center. Nearby grocery stores, pharmacies, salons, and restaurants  all add up to an enviable residential hub.Please call 747-575-4675, email kagglemanager@renthop.com, or visit  website_redacted today for more information!	141 East 33rd Street	[Doorman, Laundry in Building, No Fee, Exclusive, Elevator]	low	40.7456	6829288	-73.9797	9df32cb8dda19d3222d66e69e258616b	[https://photos.renthop.com/2/6829288_aa9c28d5c3ab6837edd54c1ed3852e5f.jpg, https://photos.renthop.com/2/6829288_16983d1d1000bdd85292a9ed96cb97dd.jpg, https://photos.renthop.com/2/6829288_2ab0d47f3bbc874d1ee74b2132997731.jpg, https://photos.renthop.com/2/6829288_95d7626fe035072ca15668ea6ba143bc.jpg, https://photos.renthop.com/2/6829288_ba5b311df029228cfb23bade9c37f05e.jpg]	3350	141 East 33rd Street
103607	1.0	1	0	2016-04-05 01:19:07	This studio apartment is located in Prospect Heights. The apartment is located in an elevator building with laundry room. The apartment features a spacious living/dining area, hardwood floors, an open kitchen with modern appliances and a renovated bathroom with classic moldings and fixtures. Pets and Guarantors are allowed. Lets make this beauty your next home! 	Washington Avenue	[Dogs Allowed, Cats Allowed]	low	40.6668	6822713	-73.9615	8b53ccf4338806ab1be3dd0267711649	[https://photos.renthop.com/2/6822713_dead786defa06d11f4e01c1d1055bf44.jpg, https://photos.renthop.com/2/6822713_de8101c46c9e786f0ce04f1b1543f0d6.jpg, https://photos.renthop.com/2/6822713_197b3939b6787940e868b0013919e76f.jpg, https://photos.renthop.com/2/6822713_19c766e962b9d10eaa7f7ef63da340bf.jpg]	2100	921 Washington Avenue
103608	1.0	0	ccc2b5cde5efc6df20b341e1628c8410	2016-04-15 02:17:00	"This stunning apartment features a newly renovated kitchen and bathroom and an alcove dining area and hardwood floors. This luxury building features a 24-hour doorman, on-site super, laundry room and private roof deck and terrace, as well as a storage and bike room. Call or email to schedule your private viewing.<br><p><img src= "" website_redacted width=""1"" height=""1"" /><ul><li><a target=_blank href= website_redacted Jamie Ramsey for more information</a> </li><li><a target=_blank href= website_redacted full listing information on elliman.com</a> </li></ul></p> "	West 33rd Street	[Doorman, Elevator, Cats Allowed]	low	40.7488	6875236	-73.9868	ad83b7286b71237e69196a8c3275a904	[https://photos.renthop.com/2/6875236_addd711e915da9eef34dcfd3c9d7f98b.jpg, https://photos.renthop.com/2/6875236_c92b0b48cc0553f269abb8c356ce7246.jpg, https://photos.renthop.com/2/6875236_5d0519d0692ecf2b9858fdf1d345a478.jpg, https://photos.renthop.com/2/6875236_f9fe6064f0e89cc26e4e86b056b812b4.jpg, https://photos.renthop.com/2/6875236_f06bdde709bfbfa3568419f991d944af.jpg]	3150	35 West 33rd Street
10361	1.0	1	7795f384b5768b121136a7cec3f22c07	2016-06-24 04:21:40	newly renovated luxury rental building located in Downtown Manhattan in the heart of the FiDi. Featuring brand new, apartments with open gourmet kitchens with sleek stainless steel appliances and built-in breakfast bars, barnwood-style plank flooring, and porcelain tile backsplashes. Exceptional shared amenities and services can be found throughout the building including a new landscaped entry plaza, 24-hour attended lobby, new fitness center, resident lounge, and fully remodeled rooftop sundeck offering gorgeous river and skyline views. With close proximity to the 2, 3, 4, 5, A, C, J and Z subway lines, it?s easy to get to all points within the City. BRAND NEW FULLY RENOVATED APARTMENTS WITH WASHER/DRYER NOW AVAILABLE!!!<br /><br />CONTACT ME ANYTIME... DERRICK OMANE 232-463-6268 kagglemanager@renthop.com<br /><br /><br /><br /><p><a  website_redacted 	Cliff Street	[Doorman, Laundry in Building]	low	40.7084	7208063	-74.0057	2c3b41f588fbb5234d8a1e885a436cfa	[https://photos.renthop.com/2/7208063_615d7edaf53aaeee3ffa3d3a191d4a74.jpg, https://photos.renthop.com/2/7208063_e6b05c0ca82b431b024e1c1e3302b7ee.jpg, https://photos.renthop.com/2/7208063_8183fced705b4d2ce635daa5ee9e61b2.jpg, https://photos.renthop.com/2/7208063_3e626b870d49625c7288f8e99286cc83.jpg, https://photos.renthop.com/2/7208063_ba97943ba59892d0d089b7e80d3ce4e4.jpg, https://photos.renthop.com/2/7208063_88f5fab7f2a403e8f2c88a9ade87f82e.jpg]	3670	15 Cliff Street
103611	1.0	2	1d678cecb0021aa387dc28739f8e59b4	2016-04-06 05:40:05	        New to market!True two bedroom!! Both rooms fit a queen bed, have closets and windows with light! <br /><br />Both fit queen beds, living room is huge and can fit a good sized couch and entertainment center. <br /><br />Kitchen has a nook for a table, not to mention tons of room to cook plus a full sized dishwasher for after.<br /><br />Equinox, WholeFoods, 6,E,M trains all right here! 	328 East 55th Street	[]	low	40.7573	6831497	-73.9651	f20debdbfedc6391c7fa9cd96c4f255b	[https://photos.renthop.com/2/6831497_26c4d254871a1eca45c497d92f5b7e84.jpg, https://photos.renthop.com/2/6831497_1fb0b9c19110ff49bd3276e18e4aae7f.jpg]	2950	328 East 55th Street
103613	1.0	0	0	2016-04-21 01:11:10	Early July occupancy ~ This north facing alcove studio has open views, 6' picture windows, hi-beamed ceilings over 10' and Brazilian Cherrywood floors.The sleeping alcove will easily fit a queen-sized bed with nightstand, has its own a/c and heating unit as well as recessed lighting.The kitchen has a small soapstone breakfast bar, all full-size appliances including microwave and dishwasher, slate floors, filtered water and curled maple cabinetry.This unit has customized closets.The bathroom features a pedestal sink, mirrored vanity and Italian Tumbled Marble.LAUNDRY ON YOUR FLOOR.This prewar luxury building has been updated to perfection and features a 24 Hour Doorman/Concierge, COMPLIMENTARY FITNESS CENTER, Resident's Lounge with free WIFI and for a nominal charge, storage bins and bike space.NO PETS AT ALL PLEASE!Located in the East 60's, come see what's so unique about Kenton Place.All within your fingertips, Barry's Boot Camp, Soul Cycle, fine dining, N,R,4,5,6,F trains (1.5 blocks from the new East Side train, scheduled to open end 2016), buses going crosstown, uptown and downtown, grocery stores, fine dining and more.Please contact me for a viewing or stop by one of my open houses. 	East 63rd Street	[Doorman, Pre-War, No Fee]	low	40.7629	6903302	-73.9618	4e867728a6a775eb482ebc73ab8618c0	[https://photos.renthop.com/2/6903302_671bb76109cec17cdc8d849f379e9177.jpg, https://photos.renthop.com/2/6903302_549cb0cac6c2a6ac587a8f872da18a28.jpg, https://photos.renthop.com/2/6903302_c88d0475fe5cbf10e965be765dd443f3.jpg, https://photos.renthop.com/2/6903302_5cc5ffafe1f2ee315848b23a9deeb26e.jpg, https://photos.renthop.com/2/6903302_20efa73a71132770ef8a8078635ac1c7.jpg, https://photos.renthop.com/2/6903302_57ba653aca5b41ddac5d9a28c6dcf861.jpg, https://photos.renthop.com/2/6903302_5048736f9b03763854e873b3218a7459.jpg, https://photos.renthop.com/2/6903302_387fbe14bb5d7995de168b3b0c9112b7.jpg, https://photos.renthop.com/2/6903302_d03cf822896d26309d3f19e366771d10.jpg, https://photos.renthop.com/2/6903302_c9ef889e79cb77e5b5e6abfd2edad8a0.jpg]	2950	305 East 63rd Street
103616	1.0	1	0	2016-04-07 01:27:03	Large, renovated true 1 bedroom available for rent on Amsterdam Avenue Located between West 153rd & West 154th Streets, this prewar building is convenient to the 1 & C trains, dry cleaners, shops and plenty of restaurants and dessert places. The apartment has bright exposure, King-Size bedroom, a spacious living room, separate updated kitchen, hardwood floors, marble bath. Available immediately. Contact me today to see this apartment or any other rental in the Citi Habitats database. Let me help you find your next home! 	Amsterdam Avenue	[Pre-War]	high	40.8303	6835979	-73.9435	73799990574344ce3454c3b25db1d87d	[https://photos.renthop.com/2/6835979_46caac1ec2b1a194d74fd2f39868bc55.jpg, https://photos.renthop.com/2/6835979_4bd92cb712c0a5a27e0edf3f7c5db61f.jpg, https://photos.renthop.com/2/6835979_7bd291264e4a974c2199696212af5b3a.jpg, https://photos.renthop.com/2/6835979_865e90df52bde2612930af110371c97f.jpg, https://photos.renthop.com/2/6835979_1283a01b63fa9010f1a626cf13d38be0.jpg, https://photos.renthop.com/2/6835979_dcd791811b52b94e31853d61939eeb83.jpg]	1500	1883 Amsterdam Avenue
103618	1.0	0	627c0f3921bcdd657c0c4dae4fb89f4a	2016-04-06 18:26:36	        This beautiful studio in the heart of Chelsea is a must see! The stunning studio apartment has been beautifully renovated and features a casually sophisticated amenity areas, plank floors, master suite with whirlpool tub for tired bones, sunny kitchen with dishwasher, granite countertops and breakfast bar for after-school snacks.<br />This apartment will not last for long! Call or email today for your exclusive viewing. Our phone number is 295-732-3904.	West 23rd Street	[Elevator, Fitness Center, Cats Allowed, Dogs Allowed]	low	40.7475	6835385	-74.0047	381040570cc863b743a9fce1a6ae9724	[https://photos.renthop.com/2/6835385_cebab6995a44238564898b61e8ae7a89.jpg, https://photos.renthop.com/2/6835385_bb41865166453c5a4876c224e518633c.jpg, https://photos.renthop.com/2/6835385_d110a3497016c91886511c48d105d382.jpg, https://photos.renthop.com/2/6835385_a5c75404080589ec6ba5fefcb877460d.jpg, https://photos.renthop.com/2/6835385_e60fce3210d6f1fe87c86f68136a0170.jpg, https://photos.renthop.com/2/6835385_f607b5f55526a1eced230910fb11d23a.jpg, https://photos.renthop.com/2/6835385_da7831c78e4960b892a7c50794d6aaae.jpg, https://photos.renthop.com/2/6835385_783acd115481239cd55659dd617d6fb5.jpg]	3295	500 West 23rd Street
103620	1.0	3	128d4af0683efc5e1eded8dc8044d5e3	2016-04-19 02:52:49	The Luxury building located on prime downtown financial district is a conversion of 25-story Art Deco office building offers a rich blend of traditional architecture and the latest in lifestyle amenities. Add generous indoor and outdoor common areas and it all adds up to a unique style of living that gives you the best of both worlds. Amenities included are 24/7 door man, Concierge, Fitness Center, On-Site Attended Garage , Free gym, Garage, valet parking, Roof-deck and terrace. The location is great with beautiful view minute away from supermarket, retail stores and restaurant and close to all public transportation.<br /><br />NO BROKER FEE !! GREAT DEAL before rented SPECIOUS flex 3 bedroom feature the gorgeous modern pass thru kitchen granite counter tops and lot of cabinets space and stainless steel appliances, marble bathroom and hardwood floor. Generous indoor lounge, roof deck, doorman on site and fitness center.<br /><br />To make an appointment for exclusive viewing call or email BE (145-902-5492,kagglemanager@renthop.com<br /><br /><p><a  website_redacted 	Maiden Lane	[Roof Deck, Dining Room, Doorman, Elevator, Fitness Center, Loft, Pre-War, Laundry in Building, High Speed Internet, Dishwasher, Hardwood Floors, No Fee, Dogs Allowed, Cats Allowed]	low	40.7067	6893012	-74.0072	27955c11c6404c647b9846af9e5941fb	[https://photos.renthop.com/2/6893012_433f4a8bc6546ee3cf9351ea3230a7f0.jpg, https://photos.renthop.com/2/6893012_dc50eedbc4b8c0e94a06c554b89abbfc.jpg, https://photos.renthop.com/2/6893012_8bcf5cc882452bebba6ae89d0d80820b.jpg, https://photos.renthop.com/2/6893012_895d38d9cd2c02936ca9062681780f8b.jpg, https://photos.renthop.com/2/6893012_5d0dedde5cb7a700fefb9fff40f120bd.jpg, https://photos.renthop.com/2/6893012_b10aeb1f5249302b4c7879cd752d60b7.jpg, https://photos.renthop.com/2/6893012_6769c6c4d9894714fc15c2eb9c9986e0.jpg, https://photos.renthop.com/2/6893012_bf80ee6789c0e3fcfd4df251b6426155.jpg]	4590	100 Maiden Lane
